Id,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,FullBath,HalfBath,TotRmsAbvGrd,GarageCars,GarageArea,NbChildren,SalePrice
760,1995,1995,1198,1318,1328,1203,4,1,2,1,9,3,752,1,290000
761,1959,1959,252,864,864,0,2,1,1,0,5,1,300,4,127500
762,1924,1950,740,1145,1301,0,2,1,1,0,5,2,440,5,100000
763,2009,2009,732,756,764,783,3,1,2,1,7,2,614,6,215200
764,1999,1999,89,1252,1268,1097,3,1,2,1,8,3,856,5,337000
765,1995,1996,0,1494,1494,0,2,1,1,1,6,2,481,5,270000
766,2008,2008,1498,1498,1506,0,2,1,2,0,6,2,592,6,264132
767,1988,1988,586,980,980,734,3,1,2,1,7,2,496,2,196500
768,1940,1985,323,983,983,767,4,1,2,0,7,1,423,0,160000
769,2004,2005,1836,1860,1836,0,3,1,2,0,8,2,484,4,216837
770,2003,2003,234,1650,1690,1589,4,1,3,1,12,3,841,6,538000
771,1982,1982,173,858,858,0,2,1,1,0,5,2,576,3,134900
772,1951,1951,0,836,1220,0,2,1,1,0,6,2,396,6,102000
773,1976,1976,480,1029,1117,0,3,1,1,0,6,2,672,2,107000
774,1958,1958,456,912,912,0,2,1,1,0,5,1,275,6,114500
775,2006,2006,1935,1935,1973,0,3,1,2,0,9,3,895,3,395000
776,1998,1998,338,1204,1204,0,2,1,2,0,5,2,412,0,162000
777,2005,2006,1594,1614,1614,0,3,1,2,0,7,3,865,4,221500
778,1974,1974,102,864,894,0,3,1,1,0,5,2,440,5,142500
779,1977,1977,0,0,2020,0,4,2,2,0,10,2,630,1,144000
780,1977,1977,0,975,1004,0,2,1,1,0,4,2,504,2,135000
781,1995,1996,1237,1237,1253,0,3,1,2,0,6,2,402,3,176000
782,1992,1992,374,761,810,793,3,1,2,1,7,2,484,1,175900
783,2001,2002,1413,1413,1430,0,3,1,2,0,6,2,605,5,187100
784,1978,1978,0,1097,1110,0,1,1,1,0,4,2,602,3,165500
785,1914,2001,742,742,742,742,3,1,2,0,9,0,0,5,128000
786,1967,1967,491,1372,1342,0,3,1,2,0,7,2,457,4,161500
787,1915,1950,0,686,966,686,4,1,2,0,7,1,416,1,139000
788,2004,2004,300,956,956,1128,4,1,2,1,8,2,618,2,233000
789,1954,2000,901,901,901,0,2,1,1,0,4,1,281,4,107900
790,1966,2007,264,832,976,1111,5,1,2,1,9,2,444,1,187500
791,2005,2006,1129,1145,1145,0,2,1,2,0,5,2,397,1,160200
792,1976,1976,490,1029,1062,0,3,1,1,0,5,2,539,1,146800
793,1996,1997,255,1117,1127,886,3,1,2,1,8,2,455,2,269790
794,2007,2007,1496,1496,1496,0,3,1,2,0,7,2,474,3,225000
795,1994,1996,712,712,1086,809,3,1,2,1,7,2,409,4,194500
796,1980,1981,650,650,888,676,3,1,2,1,7,2,476,4,171000
797,1977,1977,660,660,1285,0,3,1,1,1,7,2,528,2,143500
798,1953,1953,203,773,773,0,2,1,1,0,4,1,240,0,110000
799,2008,2009,1926,1926,1966,1174,4,1,3,1,11,3,820,6,485000
800,1937,1950,162,731,981,787,3,1,1,1,7,1,240,5,175000
801,1997,1997,154,616,616,1072,4,1,2,1,8,2,603,4,200000
802,1916,1990,999,1196,1196,0,2,1,1,0,5,2,440,2,109900
803,2005,2005,80,728,728,728,3,1,2,1,7,2,410,6,189000
804,2008,2009,1734,1734,1734,1088,4,1,3,1,12,3,1020,5,582933
805,1954,1954,124,936,1128,0,2,1,1,0,5,1,286,1,118000
806,2008,2008,1417,1417,1428,0,3,1,2,0,6,2,554,5,227680
807,1967,1967,100,980,980,0,3,1,2,0,6,1,384,2,135500
808,1923,2004,15,1324,1072,504,3,1,1,1,6,2,528,2,223500
809,1966,1966,380,1024,1086,0,3,1,1,0,6,2,484,0,159950
810,1898,1965,849,849,1075,1063,2,3,2,0,11,2,360,2,106000
811,1974,1999,0,1040,1309,0,3,1,1,1,5,2,484,1,181000
812,2004,2004,186,848,848,0,1,1,1,0,4,2,420,6,144500
813,1952,1952,540,540,1044,0,2,1,1,0,4,2,504,0,55993
814,1958,1958,834,1442,1442,0,4,1,1,1,7,1,301,0,157900
815,1918,1950,686,686,686,564,3,1,1,1,7,1,280,6,116000
816,1998,1998,1649,1649,1661,0,3,1,2,0,6,2,598,4,224900
817,1954,1954,522,1008,1008,0,2,1,1,0,4,1,275,6,137000
818,2002,2002,350,1568,1689,0,3,1,2,0,7,3,857,4,271000
819,1971,1971,506,1010,1052,0,3,1,1,0,6,2,440,6,155000
820,2009,2010,625,1358,1358,0,2,1,2,0,6,2,484,4,224000
821,2003,2003,798,798,798,842,3,1,2,1,6,2,595,4,183000
822,1953,1953,936,936,936,0,2,1,1,0,4,2,576,5,93000
823,2003,2003,847,847,847,886,3,1,2,1,7,2,433,4,225000
824,1940,1950,778,778,944,545,3,1,2,0,7,1,240,4,139500
825,2006,2006,1489,1489,1489,0,3,1,2,0,7,2,776,0,232600
826,2007,2008,442,2078,2084,0,2,1,2,0,7,3,1220,6,385000
827,1924,1950,0,784,784,0,2,1,1,0,5,0,0,6,109500
828,2001,2001,1434,1454,1434,0,3,1,2,0,6,2,527,6,189000
829,1967,1967,0,1013,1160,966,3,1,2,1,7,2,538,1,185000
830,2005,2005,600,600,520,623,2,1,2,1,4,2,480,0,147400
831,1957,1957,352,1392,1392,0,3,1,1,1,6,2,458,3,166000
832,2005,2005,600,600,520,600,2,1,2,1,4,2,480,5,151000
833,2003,2003,458,941,941,888,3,1,2,1,7,2,613,0,237000
834,1964,1964,975,1516,1516,0,3,1,1,1,6,2,472,6,167000
835,1961,1961,572,1144,1144,0,3,1,1,0,6,2,456,2,139950
836,1950,1995,625,1067,1067,0,2,1,2,0,4,2,436,5,128000
837,1948,1973,1221,1559,1559,0,2,1,1,0,5,2,812,2,153500
838,1973,1973,153,483,483,504,2,1,1,1,5,1,264,2,100000
839,1995,2006,1099,1099,1099,0,3,1,1,1,6,1,352,3,144000
840,1946,1995,416,768,768,432,3,1,1,0,6,1,240,5,130500
841,1925,1950,516,672,810,672,4,1,2,0,7,1,400,6,140000
842,1904,2002,650,650,958,581,3,1,2,0,8,2,686,1,157500
843,1966,1966,276,1127,1165,0,3,1,1,1,6,2,490,6,174900
844,1961,1961,1800,1800,1800,0,6,2,2,0,10,0,0,2,141000
845,1915,1950,876,876,876,540,4,1,1,1,7,3,720,6,153900
846,1975,1981,0,1390,1701,0,3,1,2,0,6,2,611,4,171000
847,1993,1993,227,740,1006,769,3,1,2,1,7,2,425,4,213000
848,1972,1972,404,864,864,0,3,1,1,0,5,1,338,1,133500
849,1908,1997,907,907,1307,1051,5,1,3,0,10,2,360,0,240000
850,1976,1994,528,528,1094,761,3,1,2,1,7,2,512,4,187000
851,2003,2003,189,848,848,0,1,1,1,0,3,2,420,0,131500
852,2003,2003,1273,1273,1456,0,2,1,2,0,7,2,400,5,215000
853,1941,1950,554,918,918,728,4,1,2,0,7,1,240,1,164000
854,1964,1964,563,1127,1445,0,3,1,1,1,7,2,645,5,158000
855,1955,1974,372,1763,1779,0,3,1,1,1,6,2,454,5,170000
856,1962,2010,381,1040,1040,0,3,1,1,1,6,1,260,3,127000
857,1978,1978,0,940,1026,0,3,1,1,0,5,2,576,2,147000
858,1994,1995,702,702,702,779,3,1,2,1,6,2,343,1,174000
859,1976,1976,1090,1090,1370,0,3,1,2,0,6,2,479,0,152000
860,1968,1984,435,1054,1512,1142,4,1,2,1,9,2,619,5,250000
861,1918,1998,912,912,912,514,3,1,1,1,7,1,216,4,189950
862,1965,1965,198,1039,1039,0,3,1,1,1,6,2,504,4,131500
863,1984,1985,702,1040,1097,0,3,1,2,0,6,2,480,2,152000
864,1959,1959,0,1148,1148,0,3,1,1,0,6,1,672,2,132500
865,2007,2008,1372,1372,1372,0,3,1,2,0,6,2,529,0,250580
866,1970,1970,174,1002,1002,0,3,1,1,0,5,2,902,5,148500
867,2006,2007,1638,1638,1646,0,3,1,2,0,6,3,870,2,248900
868,1961,1961,108,1040,1120,0,3,1,1,1,5,2,544,4,129000
869,1948,1950,0,0,1547,720,2,1,2,0,7,2,672,5,169000
870,1993,1994,300,1050,1062,887,3,1,2,1,8,2,574,6,236000
871,1962,1962,894,894,894,0,2,1,1,0,5,1,308,4,109500
872,1998,1998,299,804,804,878,3,1,2,1,7,2,523,0,200500
873,1953,1996,105,105,910,0,3,1,1,0,5,2,414,3,116000
874,1949,1950,457,832,1036,0,3,1,1,0,6,1,288,4,133000
875,1941,1950,676,676,676,455,3,1,1,1,5,1,200,6,66500
876,2007,2007,1120,1184,1184,1426,4,1,2,1,11,2,550,4,303477
877,1963,1963,431,1064,1040,0,3,1,1,0,5,2,648,4,132250
878,2004,2005,292,1462,1462,762,4,1,2,1,10,3,738,3,350000
879,1961,1995,210,1109,1155,0,3,1,1,0,6,2,576,2,148000
880,1978,2005,218,864,864,0,3,1,1,0,6,1,336,3,136500
881,2005,2006,110,1090,1090,0,2,1,1,1,5,2,450,1,157000
882,1990,1991,254,1156,1187,530,3,1,2,1,7,2,400,3,187500
883,1992,1993,808,808,808,785,3,1,2,1,7,2,389,4,178000
884,1912,1950,795,795,954,795,5,1,1,0,10,1,440,6,118500
885,1967,1967,460,892,892,0,3,1,1,0,5,1,288,4,100000
886,1999,2000,460,1698,1709,0,2,1,2,0,5,2,506,0,328900
887,1959,2005,1098,1626,1712,0,4,2,2,0,8,2,588,1,145000
888,1955,1955,816,816,872,521,3,1,1,1,8,1,300,2,135500
889,1970,1970,1043,2217,2217,0,4,1,2,0,8,2,621,2,268000
890,1953,1953,481,1505,1505,0,2,1,1,0,6,2,505,2,149500
891,1949,2006,672,672,672,252,3,1,1,0,6,2,576,0,122900
892,1978,1978,192,918,918,765,3,1,2,1,7,2,440,3,172500
893,1963,2003,396,1059,1068,0,3,1,1,0,6,1,264,5,154500
894,1954,1954,319,1383,1383,0,3,1,1,0,6,1,354,1,165000
895,1979,1979,0,0,1535,0,4,2,2,0,8,2,400,0,118858
896,1963,1963,380,780,983,813,4,1,1,1,8,2,483,2,140000
897,1936,1950,666,951,951,0,2,1,1,0,6,1,327,3,106500
898,1979,1979,0,0,1120,1120,6,2,2,0,12,2,528,0,142953
899,2009,2010,142,2330,2364,0,2,1,2,1,11,3,820,3,611657
900,1961,1994,447,912,1236,0,3,1,1,0,6,1,288,3,135000
901,1971,1971,536,858,858,0,2,1,1,0,4,1,684,6,110000
902,1957,2000,132,992,1306,0,2,1,1,0,5,1,756,3,153000
903,2003,2003,783,783,807,702,3,1,2,1,8,2,393,2,180000
904,2006,2006,1670,1670,1670,0,3,1,2,0,7,3,690,4,240000
905,1967,1967,277,876,902,0,3,1,1,0,6,1,288,6,125500
906,1954,1954,412,1056,1063,0,3,1,1,0,6,1,280,2,128000
907,2006,2006,1560,1623,1636,0,3,1,2,0,8,3,865,4,255000
908,1936,1987,794,1017,1020,1037,3,1,1,1,6,1,180,3,250000
909,1983,1983,239,864,902,0,2,1,1,0,5,2,484,0,131000
910,2005,2005,742,742,742,742,3,1,2,1,8,2,390,3,174000
911,1960,1960,662,1105,1105,1169,5,2,2,0,12,2,480,0,154300
912,1977,1989,1072,1268,1268,0,3,1,1,1,5,1,252,3,143500
913,1925,1950,279,768,1015,0,3,1,1,0,6,1,450,1,88000
914,1949,1950,717,1001,1001,1001,4,2,2,0,8,3,871,4,145000
915,2009,2009,318,612,612,612,2,1,2,1,4,2,528,0,173733
916,1970,1970,546,546,546,546,3,1,1,1,6,1,286,6,75000
917,1949,1950,430,480,480,0,1,1,0,0,4,1,308,5,35311
918,1956,1956,75,1134,1229,0,3,1,1,0,6,1,284,4,135000
919,1991,1991,422,1104,912,1215,4,1,2,1,8,3,833,6,238000
920,1958,2002,245,1184,1414,0,3,1,1,0,6,2,601,0,176500
921,1994,1994,114,928,936,785,3,1,2,1,7,2,471,0,201000
922,1900,2003,188,1272,1272,928,4,2,2,2,9,0,0,3,145900
923,2005,2006,1288,1316,1316,0,3,1,2,0,6,2,397,0,169990
924,1993,1994,598,1604,1617,0,2,1,2,0,5,2,533,3,193000
925,1980,1980,0,1686,1686,0,3,1,2,0,7,2,612,2,207500
926,1977,1977,266,1126,1126,0,3,1,2,0,6,2,540,0,175000
927,2003,2004,1181,1181,1234,1140,4,1,2,1,10,3,656,2,285000
928,1968,1968,280,832,1098,880,4,1,2,1,9,2,486,0,176000
929,2001,2001,1753,1753,1788,0,3,1,2,0,7,2,522,0,236500
930,1997,1997,964,964,993,1243,4,1,2,1,8,2,642,4,222000
931,2007,2007,1450,1466,1466,0,3,1,2,0,7,3,610,5,201000
932,1965,1965,121,925,925,0,2,1,1,0,5,1,429,1,117500
933,2006,2006,1905,1905,1905,0,3,1,2,0,8,3,788,6,320000
934,2004,2004,1480,1500,1500,0,3,1,2,0,6,2,570,2,190000
935,1960,2007,160,585,2069,0,4,1,2,0,9,2,505,1,242000
936,1926,1953,600,600,747,0,1,1,1,0,5,2,528,4,79900
937,2003,2003,343,1176,1200,0,2,1,2,0,5,2,555,4,184900
938,2005,2005,772,1113,1113,858,3,1,2,1,8,2,689,5,253000
939,2006,2006,927,1391,1391,571,3,1,2,1,7,3,868,3,239799
940,1940,1950,1032,1032,1207,1196,4,1,2,0,10,1,349,5,244400
941,1976,1976,396,1728,1728,0,4,2,2,0,8,2,574,1,150900
942,1999,1999,220,992,1022,1038,3,1,2,1,8,2,390,4,214000
943,1977,1977,0,1440,1440,0,4,2,2,0,8,0,0,3,150000
944,1967,1967,1632,1632,1632,0,4,2,2,0,8,2,576,1,143000
945,1958,1958,354,819,1344,0,3,1,1,0,7,2,525,5,137500
946,1890,1996,0,1088,1188,561,2,1,1,0,7,2,456,5,124900
947,1959,1959,102,1144,1144,0,3,1,1,0,6,1,796,6,143000
948,2002,2003,316,1616,1629,0,3,1,2,0,9,3,808,0,270000
949,2002,2002,936,936,936,840,3,1,2,1,7,2,474,1,192500
950,1972,2006,179,1161,1381,0,3,1,1,1,5,2,676,5,197500
951,1950,2002,317,864,864,0,3,1,1,0,5,2,720,4,129000
952,1965,1965,187,828,965,0,3,1,1,0,6,1,300,4,119900
953,1972,2003,108,768,768,0,2,1,1,0,5,1,396,1,133900
954,1969,1969,29,784,1168,800,4,1,2,1,7,2,530,4,172000
955,1975,1975,0,945,980,0,4,0,2,0,4,0,0,2,127500
956,1946,1950,495,979,979,979,4,2,2,0,8,2,492,5,145000
957,1980,1980,276,561,561,668,2,1,1,1,5,2,462,5,124000
958,1962,1962,640,1057,1057,0,3,1,1,0,6,2,576,3,132000
959,2003,2003,638,1337,1337,0,3,1,2,0,6,2,531,0,185000
960,1999,1999,92,696,696,720,3,1,2,1,6,2,484,2,155000
961,1958,2008,162,858,858,0,2,1,1,0,4,0,0,4,116500
962,1977,1995,434,1330,1542,1330,4,1,2,1,11,2,619,3,272000
963,1976,1976,248,804,804,744,3,1,2,1,7,2,440,0,155000
964,2007,2007,1800,1800,1800,0,2,1,2,0,7,2,702,4,239000
965,2002,2003,193,817,824,1070,4,1,2,1,8,2,510,5,214900
966,2005,2007,783,783,783,701,3,1,2,1,8,2,393,3,178900
967,1940,1950,300,728,976,332,2,1,1,1,7,1,256,1,160000
968,1955,1955,196,1098,1098,0,3,1,1,0,6,1,260,4,135000
969,1910,1950,600,600,600,368,2,1,1,0,6,0,0,1,37900
970,1958,1958,75,588,1095,0,2,1,1,0,6,1,264,6,140000
971,1949,1950,720,720,720,472,4,1,1,1,6,0,0,2,135000
972,2003,2004,197,764,764,862,2,1,2,0,6,2,474,2,173000
973,1979,1979,918,918,918,0,2,1,2,0,5,1,264,6,99500
974,2007,2008,1428,1428,1428,0,3,1,2,0,6,2,480,2,182000
975,1910,1993,728,728,1136,883,3,1,1,0,8,2,532,0,167500
976,2000,2000,32,673,673,709,3,1,2,1,6,2,490,3,165000
977,1923,1958,440,440,869,0,2,1,1,0,4,0,0,0,85500
978,2006,2007,135,1241,1241,0,1,1,1,1,4,2,569,3,199900
979,1954,1954,342,894,894,0,3,1,1,0,5,2,400,5,110000
980,1963,1963,470,1121,1121,0,3,1,1,0,5,2,480,4,139000
981,1961,2007,77,944,999,0,3,1,1,0,6,2,588,2,178400
982,1998,1999,371,1225,1276,1336,4,1,2,1,8,3,676,1,336000
983,2007,2007,1266,1266,1266,0,2,1,2,0,6,2,388,5,159895
984,2002,2002,1128,1128,1149,1141,4,1,2,1,9,2,779,6,255900
985,1977,1977,0,0,1302,432,4,2,2,0,8,2,539,2,126000
986,1950,1950,124,1164,1164,0,3,1,1,0,5,1,240,5,125000
987,1910,2003,485,485,1001,634,2,1,1,0,5,1,255,5,117000
988,2009,2010,284,1930,1940,0,3,1,2,1,8,3,606,0,395192
989,1976,1976,692,848,1118,912,4,1,2,1,8,2,551,4,195000
990,2006,2006,770,770,778,798,3,1,2,1,6,2,614,6,197000
991,1997,1998,322,1396,1407,985,3,1,2,1,7,3,870,5,348000
992,1882,1986,700,916,916,826,4,1,1,1,8,2,424,5,168000
993,1964,1993,169,822,1020,831,3,1,2,1,7,2,440,1,187000
994,2005,2006,750,750,750,750,3,1,2,1,6,2,564,1,173900
995,2006,2007,528,1700,1718,0,3,1,2,0,7,3,786,5,337500
996,1946,1950,363,747,774,456,3,1,1,1,5,1,305,6,121600
997,1961,1961,135,1050,1050,0,3,1,1,0,6,1,368,6,136500
998,1970,1970,1442,1442,1442,0,2,1,2,0,6,2,615,5,185000
999,1922,1950,1007,1007,1077,0,3,1,1,0,6,1,210,3,91000
1000,2006,2006,501,1187,1208,0,2,1,2,0,6,2,632,3,206000
1001,1952,1952,0,0,944,0,2,1,1,0,4,2,528,4,82000
1002,1920,1950,691,691,691,0,2,1,1,0,4,1,216,0,86000
1003,2006,2006,1550,1574,1574,0,3,1,2,0,7,3,824,5,232000
1004,1976,1976,1680,1680,1680,0,4,2,2,0,8,2,528,0,136905
1005,2005,2006,1330,1346,1504,0,1,1,2,0,7,2,457,3,181000
1006,1977,1977,390,985,985,0,3,1,2,0,6,1,328,1,149900
1007,1970,1970,420,1657,1657,0,3,1,2,0,7,2,484,3,163500
1008,1970,1970,0,546,546,546,3,1,1,1,6,1,286,3,88000
1009,2004,2005,1710,1710,1710,0,3,1,2,0,7,2,550,3,240000
1010,1926,1950,1008,1008,1008,0,4,1,2,0,7,0,0,6,102000
1011,1948,1950,720,720,720,551,4,1,2,0,7,1,312,5,135000
1012,1965,1965,0,0,1664,0,4,2,2,0,8,0,0,6,100000
1013,1923,1996,602,602,900,602,3,1,1,1,7,1,180,3,165000
1014,1910,2006,310,1022,1022,0,2,1,1,0,4,1,280,3,85000
1015,1948,1950,746,1082,1082,0,2,1,1,0,5,1,240,6,119200
1016,2001,2001,167,810,810,855,3,1,2,1,6,2,528,0,227000
1017,1996,1996,814,1504,1504,0,3,1,2,0,6,2,478,5,203000
1018,1984,1984,184,1220,1360,0,1,1,1,0,4,2,565,2,187500
1019,1991,1992,384,384,802,670,3,1,2,1,7,2,402,1,160000
1020,2005,2005,1346,1362,1506,0,2,1,2,0,6,2,440,5,213490
1021,2005,2005,108,1132,1132,0,2,1,1,1,5,2,451,5,176000
1022,2006,2006,515,1199,1220,0,2,1,2,0,6,2,632,0,194000
1023,1930,1950,588,912,912,336,2,1,1,0,6,1,160,1,87000
1024,2005,2006,1330,1346,1504,0,2,1,2,0,7,2,437,1,191000
1025,1976,1976,0,1565,2898,0,2,1,2,0,10,2,665,6,287000
1026,1972,1972,276,882,882,0,3,1,1,0,5,2,461,4,112500
1027,1960,1960,571,1268,1264,0,3,1,1,0,6,2,461,6,167500
1028,2007,2008,125,1638,1646,0,3,1,2,0,7,3,800,2,293077
1029,1941,1950,359,768,968,408,3,1,1,0,6,1,240,0,105000
1030,1972,1972,355,672,672,546,3,1,1,1,7,1,264,2,118000
1031,1916,1995,686,686,948,980,5,2,2,0,10,0,0,1,160000
1032,1920,1970,301,824,1687,998,5,1,2,1,12,2,672,6,197000
1033,1993,1993,326,1338,1352,1168,5,1,2,1,10,3,796,1,310000
1034,2002,2002,668,1654,1654,0,3,1,2,0,6,3,900,2,230000
1035,1938,1950,920,920,954,0,2,1,1,0,5,1,240,0,119750
1036,1957,1957,0,0,845,0,3,1,1,0,5,1,290,4,84000
1037,2007,2008,598,1620,1620,0,2,1,2,0,6,3,912,6,315500
1038,2001,2002,1055,1055,1055,1208,3,1,2,1,7,2,905,3,287000
1039,1970,2008,546,546,798,546,3,1,1,1,6,0,0,2,97000
1040,1970,1970,121,630,630,0,1,1,1,0,3,1,286,1,80000
1041,1957,2000,284,1134,1803,0,3,1,2,0,8,2,484,6,155000
1042,1966,2000,336,800,800,832,4,1,1,1,7,2,484,3,173000
1043,2005,2005,406,1306,1306,0,1,1,2,0,5,2,624,6,196000
1044,1990,1990,390,1475,1532,797,4,1,2,1,10,2,514,6,262280
1045,1981,1981,1420,2524,2524,0,4,1,2,1,9,2,542,4,278000
1046,1955,1955,0,0,1733,0,4,1,2,0,8,2,452,4,139600
1047,2005,2006,1752,1992,1992,876,4,1,3,1,11,3,716,1,556581
1048,1994,1995,304,990,990,0,3,1,1,0,5,2,672,1,145000
1049,1960,2006,0,0,1771,0,3,1,1,0,9,2,336,4,115000
1050,1946,2006,0,0,930,0,2,1,1,0,6,1,308,3,84900
1051,2007,2007,1302,1302,1302,0,3,1,2,0,6,2,436,3,176485
1052,2007,2007,1316,1316,1316,0,3,1,2,0,6,2,440,0,200141
1053,1964,1978,374,816,1127,850,4,1,1,1,9,2,540,4,165000
1054,1957,2002,833,1216,1526,0,4,1,1,0,7,1,364,5,144500
1055,2002,2002,133,1065,1091,898,3,1,2,1,7,2,586,0,255000
1056,1976,1976,549,1193,1523,0,3,1,2,0,7,2,478,3,180000
1057,2005,2005,705,1364,1364,0,2,1,2,0,6,2,484,1,185850
1058,1994,1994,378,973,979,871,3,1,2,1,7,2,467,5,248000
1059,2008,2008,168,1104,1130,1054,3,1,2,1,10,3,836,1,335000
1060,1932,1950,0,854,1096,895,3,1,1,1,7,2,432,3,220000
1061,2001,2001,722,1338,1338,0,2,1,2,0,6,2,582,0,213500
1062,1935,1950,894,894,894,0,2,1,1,0,6,3,1248,6,81000
1063,1900,1950,662,662,1422,915,5,2,2,0,10,2,560,0,90000
1064,1925,1980,706,1103,1103,0,2,1,1,0,5,2,440,2,110500
1065,1966,1966,184,1154,1154,0,3,1,1,1,6,2,480,0,154000
1066,1996,1997,105,1306,1306,954,3,1,2,1,7,2,533,2,328000
1067,1993,1994,799,799,799,772,3,1,2,1,7,2,380,5,178000
1068,1964,1964,0,780,798,813,4,1,1,1,7,2,442,0,167900
1069,1973,1973,105,942,1291,1230,5,1,2,1,10,2,576,3,151400
1070,1949,2003,625,845,893,0,2,1,1,0,4,2,576,6,135000
1071,1956,1956,462,1048,1048,0,3,1,1,0,6,1,286,6,135000
1072,1968,1968,429,727,829,727,4,1,1,1,8,2,441,6,154000
1073,1948,1950,810,810,1002,454,4,1,1,0,7,1,280,3,91500
1074,1977,1977,155,690,698,728,3,1,1,1,6,2,440,4,159500
1075,2006,2006,1240,1240,1240,0,2,1,2,0,5,3,826,3,194000
1076,1940,1984,390,800,960,780,3,1,1,1,6,1,240,1,219500
1077,1936,1989,170,796,1096,370,3,1,2,0,7,2,566,2,170000
1078,1969,1969,230,1096,1096,0,3,1,1,0,6,1,299,2,138800
1079,2004,2004,186,848,848,0,1,1,1,0,3,2,420,0,155900
1080,1994,1994,495,990,990,0,3,1,1,0,5,1,299,2,126000
1081,1971,2004,602,1258,1258,0,3,1,2,0,5,2,528,1,145000
1082,1963,1963,216,1040,1040,0,3,1,1,1,5,1,308,6,133000
1083,2002,2002,1459,1459,1459,0,3,1,2,0,6,2,527,5,192000
1084,1964,1964,698,1251,1251,0,3,1,1,0,6,1,461,1,160000
1085,1995,1996,99,691,691,807,3,1,2,1,6,2,409,2,187500
1086,1992,1992,189,936,996,0,2,1,1,0,5,2,564,4,147000
1087,1973,1973,212,546,546,546,3,1,1,1,6,1,286,3,83500
1088,2005,2006,1082,1082,1082,871,3,1,2,1,9,3,1043,5,252000
1089,2004,2004,970,970,970,739,3,1,2,0,7,2,380,4,137500
1090,2005,2005,208,1247,1247,0,1,1,1,1,4,2,550,3,197000
1091,1950,1950,0,0,1040,0,2,2,2,0,6,2,400,4,92900
1092,1999,2000,90,600,624,628,2,1,2,1,4,2,462,0,160000
1093,1925,1950,758,1181,1390,304,4,1,2,0,7,2,576,3,136500
1094,1965,1998,203,864,1200,0,1,1,1,1,6,2,884,0,146000
1095,1956,2000,448,936,936,0,2,1,1,0,4,1,308,4,129000
1096,2006,2006,1290,1314,1314,0,3,1,2,0,6,2,440,3,176432
1097,1914,2006,684,684,773,582,3,1,1,1,7,0,0,4,127000
1098,1986,1986,1074,1074,1088,0,2,1,1,1,5,2,461,3,170000
1099,1936,1950,0,672,757,567,3,1,1,0,6,1,240,6,128000
1100,1978,1978,567,1271,1601,0,3,1,2,0,7,2,478,1,157000
1101,1920,1950,0,290,438,0,1,1,1,0,3,1,246,0,60000
1102,1971,1971,251,950,950,0,3,1,1,0,5,1,280,1,119500
1103,1960,2002,422,1010,1134,0,2,1,1,0,6,1,254,5,135000
1104,1959,1959,0,655,1194,0,3,1,1,0,6,2,539,6,159500
1105,1970,1970,630,630,630,672,3,1,2,1,6,2,440,1,106000
1106,1994,1995,431,1463,1500,1122,3,1,2,1,9,2,712,5,325000
1107,1990,1991,172,910,1442,0,3,1,2,0,6,2,719,1,179900
1108,2006,2006,868,868,887,1134,3,1,2,1,9,2,422,5,274725
1109,2000,2000,924,924,948,742,3,1,2,1,7,2,463,5,181000
1110,2004,2005,797,1836,1836,0,3,1,2,0,7,3,862,1,280000
1111,1995,1996,554,773,773,885,3,1,2,1,8,2,431,4,188000
1112,1976,1976,400,803,1098,866,4,1,2,1,8,2,483,6,205000
1113,1957,1957,108,816,816,0,2,1,1,0,5,1,308,3,129900
1114,1953,2006,365,1008,1008,0,2,1,1,0,6,1,240,5,134500
1115,1954,2000,418,833,833,0,2,1,1,0,4,1,326,1,117000
1116,2007,2007,730,1734,1734,0,3,1,2,0,7,3,928,6,318000
1117,2002,2002,55,408,779,640,3,1,2,1,7,2,527,3,184100
1118,1967,2003,192,894,894,0,3,1,1,0,5,2,450,3,130000
1119,1958,1987,533,533,1021,580,3,1,1,0,6,1,300,3,140000
1120,1959,1959,671,1040,1040,0,3,1,1,0,6,1,286,5,133700
1121,1920,1950,1012,1012,1012,0,2,1,1,0,6,1,308,6,118400
1122,2005,2006,1528,1552,1552,0,3,1,2,0,7,3,782,0,212900
1123,1956,1956,672,672,960,0,3,1,1,0,5,1,288,1,112000
1124,1947,2008,698,698,698,0,2,1,1,0,4,0,0,0,118000
1125,1992,1992,384,384,812,670,3,1,2,1,7,2,392,5,163900
1126,1955,1955,1005,1005,1005,0,2,1,1,0,5,2,672,5,115000
1127,2007,2007,1373,1373,1555,0,2,1,2,0,7,3,660,3,174000
1128,2004,2004,230,1530,1530,0,3,1,2,0,7,3,630,1,259000
1129,2004,2005,847,847,847,1112,4,1,2,1,8,2,434,3,215000
1130,1980,1980,0,936,936,0,2,1,1,0,4,2,672,1,140000
1131,1928,1950,500,1122,1328,653,4,1,2,0,7,2,576,4,135000
1132,1991,1992,762,974,974,0,3,1,1,0,5,0,0,2,93500
1133,1880,1950,1008,1008,1178,1032,5,1,2,0,8,1,205,1,117500
1134,1995,1995,544,1128,1142,878,3,1,2,1,8,2,466,1,239500
1135,1997,1997,916,916,916,684,3,1,2,1,7,2,460,0,169000
1136,1926,1950,960,960,986,0,2,1,1,0,5,1,180,0,102000
